EXTRA,DATA_TYPE,COLUMN_KEY,TABLE_NAME,COLUMN_NAME,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,NUMERIC_SCALE,TABLE_CATALOG,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
2,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP,<blank>,<blank>,<blank>,<blank>,compress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP,<blank>,<blank>,<blank>,<blank>,compress_ops_ok,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP,<blank>,<blank>,<blank>,<blank>,compress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
5,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP,<blank>,<blank>,<blank>,<blank>,uncompress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
6,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP,<blank>,<blank>,<blank>,<blank>,uncompress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,REASON,varchar(16),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,THREAD_POOL_WAITS,utf8,<blank>,NO,48,16
2,19,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_WAITS,<blank>,<blank>,<blank>,<blank>,COUNT,bigint(19),bigint,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,page_size,int(5),int,<blank>,select,<blank>,0,def,0,<blank>
2,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,compress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,compress_ops_ok,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,compress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
5,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,uncompress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
6,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_RESET,<blank>,<blank>,<blank>,<blank>,uncompress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_QUEUES,<blank>,<blank>,<blank>,<blank>,GROUP_ID,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
2,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_QUEUES,<blank>,<blank>,<blank>,<blank>,POSITION,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_QUEUES,<blank>,<blank>,<blank>,<blank>,PRIORITY,int(1),int,<blank>,select,<blank>,0,def,0,<blank>
4,20,<blank>,<blank>,NEVER,YES,information_schema,THREAD_POOL_QUEUES,<blank>,<blank>,<blank>,<blank>,CONNECTION_ID,bigint(19) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
5,19,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_QUEUES,<blank>,<blank>,<blank>,<blank>,QUEUEING_TIME_MICROSECONDS,bigint(19),bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(192),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_STATISTICS,utf8,<blank>,NO,576,192
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(192),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_STATISTICS,utf8,<blank>,NO,576,192
3,19,<blank>,<blank>,NEVER,NO,information_schema,TABLE_STATISTICS,<blank>,<blank>,<blank>,<blank>,ROWS_READ,bigint(21),bigint,<blank>,select,<blank>,0,def,0,<blank>
4,19,<blank>,<blank>,NEVER,NO,information_schema,TABLE_STATISTICS,<blank>,<blank>,<blank>,<blank>,ROWS_CHANGED,bigint(21),bigint,<blank>,select,<blank>,0,def,0,<blank>
5,19,<blank>,<blank>,NEVER,NO,information_schema,TABLE_STATISTICS,<blank>,<blank>,<blank>,<blank>,ROWS_CHANGED_X_INDEXES,bigint(21),bigint,<blank>,select,<blank>,0,def,0,<blank>
1,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_SYS_FIELDS,<blank>,<blank>,<blank>,<blank>,INDEX_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,NAME,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_SYS_FIELDS,utf8,<blank>,NO,192,64
3,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_SYS_FIELDS,<blank>,<blank>,<blank>,<blank>,POS,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,POOL_ID,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
2,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,LRU_POSITION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,SPACE,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,PAGE_NUMBER,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,PAGE_TYPE,varchar(64),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,INNODB_BUFFER_PAGE_LRU,utf8,<blank>,YES,192,64
6,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,FLUSH_TYPE,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
7,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,FIX_COUNT,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
8,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,IS_HASHED,int(1),int,<blank>,select,<blank>,0,def,0,<blank>
9,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,NEWEST_MODIFICATION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
10,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,OLDEST_MODIFICATION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
11,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,ACCESS_TIME,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(1024),def,12,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,INNODB_BUFFER_PAGE_LRU,utf8,<blank>,YES,3072,1024
NEVER,varchar,<blank>,<blank>,INDEX_NAME,varchar(64),def,13,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,INNODB_BUFFER_PAGE_LRU,utf8,<blank>,YES,192,64
14,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,NUMBER_RECORDS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
15,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,DATA_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
16,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,COMPRESSED_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
17,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,COMPRESSED,int(1),int,<blank>,select,<blank>,0,def,0,<blank>
NO,<blank>,IO_FIX,<blank>,"enum('IO_NONE','IO_READ','IO_WRITE','IO_PIN')",enum,INNODB_BUFFER_PAGE_LRU,def,<blank>,<blank>,select,<blank>,utf8_general_ci,<blank>,<blank>,<blank>,information_schema,utf8,NEVER,18,8,2
19,10,<blank>,<blank>,NEVER,YES,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,IS_OLD,int(1),int,<blank>,select,<blank>,0,def,NULL,<blank>
20,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,<blank>,<blank>,FREE_PAGE_CLOCK,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,lock_id,varchar(81),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_LOCKS,utf8,<blank>,NO,243,81
2,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_LOCKS,<blank>,<blank>,<blank>,<blank>,lock_trx_id,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
NO,<blank>,lock_mode,<blank>,"enum('S','S,GAP','X','X,GAP','IS','IS,GAP','IX','IX,GAP','AUTO_INC')",enum,INNODB_LOCKS,def,<blank>,<blank>,select,<blank>,utf8_general_ci,<blank>,<blank>,<blank>,information_schema,utf8,NEVER,3,8,2
NO,<blank>,lock_type,<blank>,"enum('RECORD','TABLE')",enum,INNODB_LOCKS,def,<blank>,<blank>,select,<blank>,utf8_general_ci,<blank>,<blank>,<blank>,information_schema,utf8,NEVER,4,6,2
NEVER,varchar,<blank>,<blank>,lock_table,varchar(1024),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_LOCKS,utf8,<blank>,NO,3072,1024
NEVER,varchar,<blank>,<blank>,lock_index,varchar(1024),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,INNODB_LOCKS,utf8,<blank>,YES,3072,1024
7,10,<blank>,<blank>,NEVER,YES,information_schema,INNODB_LOCKS,<blank>,<blank>,<blank>,<blank>,lock_space,int(11) unsigned,int,<blank>,select,<blank>,0,def,NULL,<blank>
8,10,<blank>,<blank>,NEVER,YES,information_schema,INNODB_LOCKS,<blank>,<blank>,<blank>,<blank>,lock_page,int(11) unsigned,int,<blank>,select,<blank>,0,def,NULL,<blank>
9,10,<blank>,<blank>,NEVER,YES,information_schema,INNODB_LOCKS,<blank>,<blank>,<blank>,<blank>,lock_rec,int(11) unsigned,int,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,lock_data,varchar(8192),def,10,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,INNODB_LOCKS,utf8,<blank>,YES,24576,8192
NEVER,varchar,<blank>,<blank>,WORD,varchar(337),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_FT_INDEX_TABLE,utf8,<blank>,NO,1011,337
2,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_TABLE,<blank>,<blank>,<blank>,<blank>,FIRST_DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
3,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_TABLE,<blank>,<blank>,<blank>,<blank>,LAST_DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
4,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_TABLE,<blank>,<blank>,<blank>,<blank>,DOC_COUNT,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
5,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_TABLE,<blank>,<blank>,<blank>,<blank>,DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
6,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_TABLE,<blank>,<blank>,<blank>,<blank>,POSITION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,page_size,int(5),int,<blank>,select,<blank>,0,def,0,<blank>
2,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,buffer_pool_instance,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,pages_used,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,pages_free,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
5,19,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,relocation_ops,bigint(21),bigint,<blank>,select,<blank>,0,def,0,<blank>
6,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMPMEM,<blank>,<blank>,<blank>,<blank>,relocation_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,GROUP_ID,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
2,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,CONNECTIONS,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
3,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,THREADS,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
4,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,ACTIVE_THREADS,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
5,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,STANDBY_THREADS,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
6,10,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,QUEUE_LENGTH,int(6),int,<blank>,select,<blank>,0,def,0,<blank>
7,3,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,HAS_LISTENER,tinyint(1),tinyint,<blank>,select,<blank>,0,def,0,<blank>
8,3,<blank>,<blank>,NEVER,NO,information_schema,THREAD_POOL_GROUPS,<blank>,<blank>,<blank>,<blank>,IS_STALLED,tinyint(1),tinyint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,database_name,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_CMP_PER_INDEX_RESET,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,table_name,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_CMP_PER_INDEX_RESET,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,index_name,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_CMP_PER_INDEX_RESET,utf8,<blank>,NO,192,64
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,<blank>,<blank>,compress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
5,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,<blank>,<blank>,compress_ops_ok,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
6,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,<blank>,<blank>,compress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
7,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,<blank>,<blank>,uncompress_ops,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
8,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,<blank>,<blank>,uncompress_time,int(11),int,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,ID,varchar(193),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_SYS_FOREIGN_COLS,utf8,<blank>,NO,579,193
NEVER,varchar,<blank>,<blank>,FOR_COL_NAME,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_SYS_FOREIGN_COLS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,REF_COL_NAME,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_SYS_FOREIGN_COLS,utf8,<blank>,NO,192,64
4,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_SYS_FOREIGN_COLS,<blank>,<blank>,<blank>,<blank>,POS,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,WORD,varchar(337),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,INNODB_FT_INDEX_CACHE,utf8,<blank>,NO,1011,337
2,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_CACHE,<blank>,<blank>,<blank>,<blank>,FIRST_DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
3,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_CACHE,<blank>,<blank>,<blank>,<blank>,LAST_DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
4,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_CACHE,<blank>,<blank>,<blank>,<blank>,DOC_COUNT,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
5,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_CACHE,<blank>,<blank>,<blank>,<blank>,DOC_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
6,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_FT_INDEX_CACHE,<blank>,<blank>,<blank>,<blank>,POSITION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
1,10,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,POOL_ID,int(11) unsigned,int,<blank>,select,<blank>,0,def,0,<blank>
2,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,POOL_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
3,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,FREE_BUFFERS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
4,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,DATABASE_PAGES,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
5,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,OLD_DATABASE_PAGES,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
6,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,MODIFIED_DATABASE_PAGES,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
7,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PENDING_DECOMPRESS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
8,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PENDING_READS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
9,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PENDING_FLUSH_LRU,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
10,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PENDING_FLUSH_LIST,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
11,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PAGES_MADE_YOUNG,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
12,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,PAGES_NOT_MADE_YOUNG,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,PAGES_MADE_YOUNG_RATE,float,float,<blank>,<blank>,<blank>,13,INNODB_BUFFER_POOL_STATS,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,PAGES_MADE_NOT_YOUNG_RATE,float,float,<blank>,<blank>,<blank>,14,INNODB_BUFFER_POOL_STATS,0,<blank>
15,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_PAGES_READ,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
16,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_PAGES_CREATED,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
17,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_PAGES_WRITTEN,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,PAGES_READ_RATE,float,float,<blank>,<blank>,<blank>,18,INNODB_BUFFER_POOL_STATS,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,PAGES_CREATE_RATE,float,float,<blank>,<blank>,<blank>,19,INNODB_BUFFER_POOL_STATS,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,PAGES_WRITTEN_RATE,float,float,<blank>,<blank>,<blank>,20,INNODB_BUFFER_POOL_STATS,0,<blank>
21,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_PAGES_GET,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
22,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,HIT_RATE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
23,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,YOUNG_MAKE_PER_THOUSAND_GETS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
24,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NOT_YOUNG_MAKE_PER_THOUSAND_GETS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
25,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_PAGES_READ_AHEAD,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
26,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,NUMBER_READ_AHEAD_EVICTED,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,READ_AHEAD_RATE,float,float,<blank>,<blank>,<blank>,27,INNODB_BUFFER_POOL_STATS,0,<blank>
def,12,<blank>,<blank>,NEVER,NO,select,information_schema,<blank>,<blank>,<blank>,<blank>,READ_AHEAD_EVICTED_RATE,float,float,<blank>,<blank>,<blank>,28,INNODB_BUFFER_POOL_STATS,0,<blank>
29,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,LRU_IO_TOTAL,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
30,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,LRU_IO_CURRENT,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
31,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,UNCOMPRESS_TOTAL,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
32,20,<blank>,<blank>,NEVER,NO,information_schema,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,<blank>,<blank>,UNCOMPRESS_CURRENT,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,0,<blank>
